abstract_en	authors	id	journal	journal_en	keywords_en	response_url	title	title_en
"In period of the epidemic of novel coronavirus pneumonia(NCP; WHO named as COVID-19), how to deal with the life-threatening rupture and hemorrhage of the primary liver cancer(PLC) is one of the urgent clinical problems that have to be solved. The authors think that the treatment of this condition must be undertaken by following the standard operating procedures and with sufficient prevention and protection based on the premise of COVID-19 screening. For those with suspected or confirmed COVID-19, the treatment scenarios should be carefully designed and approaches should be tailored to individual patient based on the integrated consideration of the clinical classification of COVID-19, the degree of rupture and hemorrhage of PLC as well as the tumor and liver function conditions. The general principle is that not only the safety and efficacy must be guaranteed to the patients, and the infectious risks also should be minimized to the healthcare workers."	周乐杜;王志明	1013	中国普通外科杂志	Chinese Journal of General Surgery	N/A	http://new.oversea.cnki.net/kcms/detail/43.1213.R.20200224.0905.002.html	新型冠状病毒肺炎疫情形势下原发性肝癌破裂出血的诊治策略	Diagnosis and treatment strategies for rupture and hemorrhage of primary liver cancer under the epidemic situation of novel coronavirus pneumonia
"Pneumonia caused by novel coronavirus infection is an emerging infectious disease,prevention and control of healthcare-associated infection(HAI) is a very important work,because hospitals are places for confirmed and suspected patients.Due to the psychological pressure of sudden epidemic situation and unfamiliarity with the characteristics of new diseases,health care workers are faced with a lot of confusion in the prevention and control of HAI.This paper discusses the the common confusion on the aspects of health care workers protection,hand hygiene,isolation requirements and so on."	李六亿;吴安华	240	中国感染控制杂志	Chinese Journal of Infection Control	N/A	http://new.oversea.cnki.net/kcms/detail/43.1390.R.20200209.1237.002.html	新型冠状病毒医院感染防控常见困惑探讨	Confusion on prevention and control of healthcare-associated infection of novel coronavirus
N/A	谭彩霞;吴安华	963	中国感染控制杂志	Chinese Journal of Infection Control	N/A	http://new.oversea.cnki.net/kcms/detail/43.1390.r.20200225.1102.002.html	WHO关于新型冠状病毒(2019-nCoV)感染预防与控制十问十答	World Health Organization.Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV
"Since December 2019, the novel coronavirus(2019-nCoV) infection has been prevalent in China. Due to immaturity of immune function and the possibility of mother-fetal vertical transmission, neonates are particularly susceptible to 2019-nCoV. The perinatal-neonatal departments should cooperate closely and take integrated approaches, and the neonatal intensive care unit should prepare the emergency plan for 2019-nCoV infection as far as possible, so as to ensure the optimal management and treatment of potential victims. According to the latest 2019-nCoV national management plan and the actual situation, the Working Group for the Prevention and Control of Neonatal 2019-nCoV Infection in the Perinatal Period of the Editorial Committee of Chinese Journal of Contemporary Pediatrics puts forward recommendations for the prevention and control of 2019-nCoV infection in neonates."	中国当代儿科杂志编辑委员会围产新生儿新型冠状病毒感染防控管理预案工作组;史源;富建华;王来栓;杨杰;杜立中;周文浩	171	中国当代儿科杂志	Chinese Journal of Contemporary Pediatrics	N/A	http://new.oversea.cnki.net/kcms/detail/43.1301.r.20200201.1820.006.html	围产新生儿新型冠状病毒感染防控管理预案(第一版)	Perinatal and neonatal management plan for prevention and control of 2019 novel coronavirus infection(1st Edition)
"It is a critical period of fighting against new coronavirus(SARS-CoV-2) disease now,since its outbreak on December 2019 in Wuhan.Even though the front line staffs are thought heroes,the ENT doctors and nurses are also indispensable power in defending the disease.The number of outpatients of ENT is huge.The early stage of SARS-CoV-2 pneumonia(COVID-19) may present pharyngalgia or cough without fever.Thus,the ENT doctors have high risks of being consulted by early stage COVID-19 patients.This paper means to talk about the contributions of ENT doctors and nurses in defending against SARS-CoV-2 virus,as well as the mental status of them."	张亚;杨修平;李双;肖伟;刘萌芷;徐晓翔;苏红果;吴婷婷;宋鹏;陈雄	958	临床耳鼻咽喉头颈外科杂志	Journal of Clinical Otorhinolaryngology Head and Neck Surgery	N/A	http://new.oversea.cnki.net/kcms/detail/42.1764.R.20200225.0904.001.html	武汉一线耳鼻咽喉头颈外科医护人员应对新型冠状病毒的现状和建议	The status of ENT health care workers at the forefront of fighting against COVID-19 in Wuhan and some response options
"Objective: To analysis of the CT image characteristics of asymptomatic patients with coronavirus disease 2019(COVID-19) and explore the diagnostic value of CT examination.Methods: CT images were retrospectively analyzed from159 asymptomatic patients with novel coronavirus pneumonia diagnosed clinically in the Central Hospital of Wuhan.Results: On the CT images of these patients,the lesions were mostly peripheral distribution of lung in 142 cases(89.3%) and bilateral lung distribution in 91 cases(57.2%), and more than two lung lobes(62.9%) were involved.Most of the lesions are ground-glass like(95%).In short-term follow-up, most patients had a better prognosis(73.7%).Conclusion: CT images of asymptomatic patients with COVID-19 have certain imaging characteristics, and chest CT examination has important diagnostic value in the screening the COVID-19 patients from the close-contact people."	王艳芳;陈建普;王翔	1025	武汉大学学报(医学版)	Medical Journal of Wuhan University	N/A	http://new.oversea.cnki.net/kcms/detail/42.1677.r.20200223.1646.002.html	新型冠状病毒肺炎无症状感染者的CT影像分析	CT image features of asymptomatic patients with novel coronavirus
"A case of child SARS-CoV-2 infection with family cluster was reported in this paper. The boy’s father was the first case in this family. Then the boy, the grandmother and the mother were infected one by one. Combined with literature analysis, it suggested that SARS - CoV - 2 infection could be transmitted from person to person, and it was highly contagious. However, the children’s symptoms were mild and the prognosis was acceptable in general."	刘苗;万曦;涂晓燕;梁章武;陈江南;李姣姣;余红妹;姜毅	1040	武汉大学学报(医学版)	Medical Journal of Wuhan University	N/A	http://new.oversea.cnki.net/kcms/detail/42.1677.R.20200223.0840.001.html	一起家庭聚集性儿童感染新型冠状病毒分析	Family cluster of child SARS-CoV-2 infections:a case report
"Currently, the epidemic of novel coronavirus pneumonia(NCP) is still ongoing. The pathogen of this disease was newly named as severe acute respiratory syndrome coronavirus 2(SARS-CoV-2). Hernia and abdominal wall diseases, as common disorders among population, are likely need emergency surgery. Under the new situation of NCP outbreak, surgeons who practice surgery for hernia and abdominal wall diseases should properly conduct the classified diagnosis and treatment of the hernia and abdominal wall disease, and select the appropriate surgical procedure, following the guidelines and routine diagnosis and treatment methods and complying with the guidelines for diagnosis and treatment of NCP; pay sufficient attention to self-protection according to different risk levels in the meantime of proper diagnosis and treatment and nursing process optimization. The patients with hernia or abdominal wall disease should also actively cooperate with the medical staff to complete the examination and inpatient surgical treatment in accordance with the process."	周太成;于洪燕;陈双	385	中国普通外科杂志	Chinese Journal of General Surgery	N/A	http://new.oversea.cnki.net/kcms/detail/43.1213.R.20200213.1239.002.html	新型冠状病毒肺炎大流行形势下疝和腹壁外科疾病诊疗思考	Consideration of diagnosis and treatment for hernia and surgical diseases of the abdominal wall under outbreak of novel coronavirus pneumonia
"The epidemic of the 2019 novel coronavirus(2019-nCoV)-associated pneumonia(abbreviated as NCP) is currently raging in China. It has been proven that 2019-nCoV can be transmitted from human to human. According to the latest clinical reports, hospital-associated spread of NCP is not rare, which poses great threats to both the medical staff and in-hospital patients. Under the epidemic situation, surgeons who practice general surgery should be aware of the epidemiological features and clinical manifestations of NCP, especially the digestive tract and abdominal symptoms caused by this condition, to avoid misdiagnosis and missed diagnosis. The emergent or urgent surgeries should be performed properly and timely on the basis of aggressive exclusion and prevention of NCP. During emergent surgery for patients with NCP, the prevention and control rules framed by the local health administration or local medical institution should be strictly followed, all members of the surgical team must function in a coordinated fashion, class 2 or 3 prevention measures should be provided to all personnel, and the operation should be performed in a negative-pressure operating room. If the local hospital does not have the above capability, the patients with NCP requiring urgent surgery should be transferred immediately to a hospital with appropriate services."	黄耿文	316	中国普通外科杂志	Chinese Journal of General Surgery	N/A	http://new.oversea.cnki.net/kcms/detail/43.1213.R.20200212.0952.002.html	新型冠状病毒肺炎疫情下实施普通外科手术的思考和建议	Thoughts and advices on performing procedures in general surgery during the outbreak of novel coronavirus pneumonia
"Coronaviruses (CoVs) are enveloped RNA viruses. To date, there are seven CoVs that cause respiratory syndrome in humans. Three CoVs including SARS-CoV, MERS-CoV and SARS-CoV-2 has induced the outbreak of respiratory syndromes and puts public health in the danger zone. Currently, the treatment of diseases caused by CoVs infection mainly focuses on improving symptoms and the drugs directly target CoVs are still lacking. Traditional Chinese medicine (TCM) has a long history in the treatment of diseases. In this study, the anti-CoVs research progress of TCM we summarized and we hope this review may provide a new insight into this field. Many studies have shown that some extracts or compounds extracted from TCM exert anti-CoVs effect. The potential targets of drugs on entry, replication, assembly and egress and beta-interferon induction were indicated by cell-based viral assays. However, the further studies on molecular mechanism and industrialization of clinical application of TCM in CoVs infection still need to be further development."	郑涛;陈黎;郝新才;王启斌	996	湖北医药学院学报	Journal of Hubei University of Medicine	Coronaviruses; Respiratory syndrome; Traditional Chinese medicine; Extract; Compound;	http://new.oversea.cnki.net/kcms/detail/42.1815.R.20200224.1740.001.html	中药抗冠状病毒研究进展	Research Progress on Anti-coronaviruses Effect of Traditional Chinese Medicine
"The outbreak of coronavirus disease 2019(COVID-19) is a huge threat to global public health, since it evolves rapidly, and there is no specific treatment so far. Chest imaging examination is an important auxiliary examination method in the process of diagnosis for COVID-19. To further standardize the imaging examination and diagnosis for COVID-19,Hunan Society of Radiology combined Imaging Technology Professional Committee of Hunan Medical Association develop an expert consensus document on imaging examination, diagnosis, and control and prevention of nosocomial infection for COVID-19.This document summarizes the epidemiological characteristics, clinical features, imaging examination procedure, imaging findings, CT staging, the value of imaging examination,and the methods for control and prevention of nosocomial infection for COVID-19 during imaging examination. Furthermore, it expounds the clinical characteristics and imaging manifestations of COVID-19 in children."	N/A	671	中南大学学报(医学版)	Journal of Central South University(Medical Science)	N/A	http://new.oversea.cnki.net/kcms/detail/43.1427.r.20200218.0950.002.html	新型冠状病毒肺炎影像学检查、诊断及医院内感染预防与控制:湖南省放射学专家共识	"Imaging examination, diagnosis, and control and prevention of nosocomial infection for coronavirus disease 2019: Expert consensus of Hunan radiologist"
"With the outbreak and spread of 2019 novel coronavirus(2019-nCoV) infection in Wuhan,China, the number of children infected has also increased significantly, and even severe and critically ill children have appeared. In order to curb the spread of the epidemic, it is important to understand the clinical manifestations of 2019-nCoV infection in children and strengthen the key points for family prevention and control. According to the diagnostic standards and protective measures issued by the National Health Commission, this article summarizes the epidemiological characteristics and clinical manifestations of some child cases, and proposes to focus on the clinical manifestations, treatment procedures, and family protection and daily health care."	庹虎;刘芳;王军陵;叶静萍;夏利平;牛萍;张海菊;邓巍;姚宝珍;方成志	626	武汉大学学报(医学版)	Medical Journal of Wuhan University	N/A	http://new.oversea.cnki.net/kcms/detail/42.1677.R.20200219.0907.001.html	儿童新型冠状病毒感染的临床特征及家庭防控	Clinical characteristics of 2019 novel coronavirus(2019-nCoV)infection in children and family prevention and control
"Objective:To explore the effect of home care in the elderly under the epidemic situation of Novel Coronavirus Pneumonia(NCP). Methods: According to the hospital deployment and guidance documents, a series of measures were taken, including making the home care service process and contingency plan, training nurses the knowledge of NCP, providing psychological intervention for nurses,providing home care for elderly patients at home and teaching patients and their families home prevention of NCP. Results: From January 19 to February 7,the Transitional Care Department of the First Affiliated Hospital of Jinan University provided home care for 45 elderly patients at home during the epidemic period,increasing by 50% over last year. The home care services included retention/replacement of gastric tube,retention/replacement of urinary tube,sputum suction care,maintenance of peripherally inserted central catheters and venous blood collection for 53 times. The visiting nurses were in good physical condition without any bad mood. Conclusion: Under the epidemic situation of NCP, more home-based elderly patients need home care service. With great advantages under the special epidemic situation, home care mode meets the medical needs of elderly patients at home,effectively alleviates the burden of epidemic prevention,and reduces the risk of cross infection,which ensures elderly patients at home and their families were healthy,playing a greater role in prevention and control of the NCP epidemic."	王琳;黄瑞英;陈佳丽;陈伟菊	670	暨南大学学报(自然科学与医学版)	Journal of Jinan University(Natural Science & Medicine Edition)	Novel coronavirus pneumonia; Epidemic; Home care;	http://new.oversea.cnki.net/kcms/detail/44.1282.N.20200219.0911.004.html	新型冠状病毒肺炎疫情下老年居家护理实践的探讨	Home Care Practice for the Elderly under the Epidemic Situation of Novel Coronavirus Pneumonia
"The prognosis of novel coronavirus pneumonia (COVID-19) is closely related to host’s immune response. Immunity system plays a vital role in controlling and eliminating virus infections. Thymos in immunomodulators can enhance the body’s cellular immune function. Based on existing evidences,this paper reviews the sources and differences of thymosin drugs, of which the immunomodulatory effects in different populations and application in viral infection are also summarized.In addition, we discuss the roles of thymosin drugs in the prevention and treatment of new coronavirus infections, and put forward suggestions for drug selection and pharmaceutical care, in order to provide reference for clinical decision-making related to new coronavirus pneumonia and improve its prevention and treatment effects."	刘心霞;申平鑫;杜姗;杨勇;舒永全;边原;童荣生;闫峻峰;何林;龙恩武;陈岷	490	医药导报	Herald of Medicine	Thymosins; Immunomodulators; Novel coronavirus pneumonia; COVID-19; Rational use; Pharmaceutical care;	http://new.oversea.cnki.net/kcms/detail/42.1293.R.20200217.1417.002.html	胸腺肽类免疫调节药物在新型冠状病毒肺炎中合理使用与药学监护	Rational Use and Pharmaceutical Care of ThymosinImmunomodulators for Novel Coronavirus Pneumonia
"As research has progressed, viral pathogens are increasingly recognized as a cause of pneumonia.More than 20 viruses have been linked to community-acquired pneumonia(CAP). Apart from the US Food and Drug Administration approved medications for treatment of influenza pneumonia, the treatment of non-influenza respiratory viruses is limited. In order to provide more theoretical basis for the clinical treatment of viral pneumonia, this paper summarizes the related research progress of viral pneumonia treatment."	索涛;范慧;陈国忠	620	武汉大学学报(医学版)	Medical Journal of Wuhan University	N/A	http://new.oversea.cnki.net/kcms/detail/42.1677.R.20200218.0814.001.html	病毒性肺炎治疗的研究进展	Advances in the treatment of viral pneumonia
"A number of cases of pneumonia with unknown causes have been found in Wuhan, Hubei province since December 2019, which were later identified as the Novel coronavirus pneumonia (NCP). And the NCP was included in category B infectious diseases and controlled by measures for category A infectious diseases by National Health Commission (NHC) of the People’s Republic of China. At the same time, the NHC has also released several versions of Prevention and Treatment Plan of the Pneumonia Caused by the 2019-nCoV, and in the latest fifth version of the plan, ribavirin was used for antiviral treatment for the first time. Therefore, in order to provide theoretical evidence for ribavirin in the fight against novel coronavirus, this paper summarizes the efficays and safety of ribavirin in the treatment of SARS and MERS."	熊堉;蒋敏;边原;陈岷;童荣生;龙恩武;吴行伟	403	医药导报	Herald of Medicine	Ribavirin; Novel coronavirus pneumonia; Coronavirus; Sever acute respiratory syndrome; Middle east respiratory syndrome;	http://new.oversea.cnki.net/kcms/detail/42.1293.R.20200213.0901.002.html	探索利巴韦林治疗新型冠状病毒肺炎的有效性和安全性：基于既往冠状病毒治疗的总结	Evaluation the Efficacy and Safety of Ribavirin for Novel Coronaviruses: Based on Previous Coronaviruses
"Objective The objective of this paper is to study the characteristics of psychological factors and sleep status of medical personnel infected with new type of novel coronavirus pneumonia (NCP), and to provide basis for the comprehensive treatment of their psychosomatic diseases. Methods Seventy patients with NCP and the control group were assessed the mental state with symptom Checklist-90(SCL-90), Patient Health Questionnaire (PHQ-15), Self-rating Anxiety / Depression Scale (SAS / SDS), and Post-Traumatic Stress Disorder self-assessment scale (PTSD Checklist-Civilian Version, PCL-C). And Pittsburgh Sleep Quality Index (PSQI) was applied to assess their sleep status. The correlation between psychological factors and sleep factors was analyzed. Results The results of SCL-90 factor scores in infection group showed that the factor scores in somatization, depression, anxiety, and phobia were higher than those in control group. The factor scores of somatization, depression, and phobia, total points and total average score showed significant differences between the NCP group and control group (P＜0.05).The factor scores of PHQ-15,SDS, and PCL-C of NCP patients were higher than the normal range. The factor scores of SDS and PCL-C have statistical difference between NCP group and control group (P<0.05).The factor scores of PHQ-15 have statistical difference between NCP group and control group(P<0.05). Among 70 patients in the NCP group, 15 patients had mild insomnia with a total PSQI factor scores of 7-11, accounting for 21.43%;49 patients had moderate insomnia with a total PSQI score of 12-16,accounting for 70%; and 6 patients had severe insomnia with a total PSQI score of 17-21, accounting for 8.57%. The total average score of PSQI was 14.60 ± 2.06, of which sleep quality (2.40 ± 0.97) was the highest. There were statistical differences between the NCP group and the control group in PSQI testing dimensions except for the factor of hypnotic drugs (P< 0.05).There were significant differences in sleep time and sleep efficiency between the two groups (P < 0.05). The total score of PSQI was 14.00, indicating that the sleep quality was general. In the correlation analysis, the scores of somatization, total score, depression, and phobiain SCL-90,PHQ-15,SDS, and PCL-C were significantly correlated with other dimensions of PSQI except for hypnotics, sleep time and sleep efficiency (P< 0.05).Conclusion: The medical staff infected with NCP had mental disorder, stress disorder, and sleep disorder, which were mutually affected."	梅俊华;张琦;龚雪;李俐娟;张忠文;王婧;陈国华;王俊力;徐金梅;邵卫	437	医药导报	Herald of Medicine	Novel coronavirus pneumonia(NCP); Medical staff; Psychological; Sleep state;	http://new.oversea.cnki.net/kcms/detail/42.1293.R.20200215.0150.002.html	新型冠状病毒肺炎感染医护人员心理及睡眠状态分析	Analysis of Psychological and Sleep State of Medical Stuff with Novel Coronavirus Pneumonia
"Since December 2019, a new outbreak of coronavirus pneumonia centered on south China seafood market in Wuhan has been reported. The new virus has been tentatively named 2019-nCov.The virus has a long incubation period and is highly infectious. The focus of the anti-epidemic work should be more inclined to prevention and control, while treating infected patients to cut off the transmission of the virus, to protect healthy people. Based on the national health committee related prevention and control measures, the latest medical information, reports, clinical treatment experience, epidemic prevention and control research, explores under the new situation, to cope with the new coronavirus of prevention and control work of how to develop a more comprehensive prevention and control measures and methods, a greater extent, to reduce the cross infection and the spread of the epidemic, provide new proposals and ideas for the epidemic prevention and control work."	姚璜;杨盛力;魏守蓉	335	医药导报	Herald of Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/42.1293.R.20200211.2022.005.html	新形势下应对新型冠状病毒，防控为首	"Deal with 2019 Novel Coronavirus (2019-nCoV) under New Situation, Prevention and Control is More Important"
"Objective: To analyze the CT imaging findings of 2019 novel coronavirus disease(COVID-19)in Wuhan, China, in order to recognize its imaging diagnosis.Methods: The clinical data and chest CT imaging data of 30 COVID-19 patients confirmed by nucleic acid assay for 2019-nCoV(SARSCoV-2) were retrospectively analyzed, the CT findings of severe cases were compared with those of non-severe cases.Results: Most of the pneumonia lesions were located in bilateral lungs(70%). The main CT features were ground glass opacity(100%) and consolidation(63%). There were more male patients(60%), and severe cases were more prone to pulmonary consolidation(P<0. 05).Conclusion: There are characteristics CT images in COVID-19 cases, and thinner CT scan is necessary for the diagnosis."	钟飞扬;张寒菲;王彬宸;安文婷;廖美焱	383	武汉大学学报(医学版)	Medical Journal of Wuhan University	N/A	http://new.oversea.cnki.net/kcms/detail/42.1677.R.20200213.1408.001.html	新型冠状病毒肺炎的CT影像学表现	CT findings in 2019 novel coronavirus disease(COVID-19) patients
"In December, 2019, a series of pneumonia caused by the 2019 novel coronavirus (2019-nCoV) emerged in Wuhan. The confirmed and suspected cases are rising nationwide with the 2019-nCoV spread. Doctors, nurses, pharmacist and technicians from Union Hospital, Tongji Medical College, Huazhong University of Science and Technology are fighting on the front lines of the epidemic. Among them, therapeutic drug monitoring (TDM) pharmacists handle a large number of blood samples every day. It is very important to protect occupational exposure of personneland manage the biosafety of laboratory. Therefore, the authors summarized the experience of infection prevention and control of TDM pharmacists under pneumonia outbreaks in our hospital, hoping to provide reference and help for the prevention and control of the infection for colleagues."	周红;胡晓红;黄潇;程芳;曾芳;韩勇;史琛;吕永宁;张玉	311	医药导报	Herald of Medicine	Novel coronavirus pneumonia; Therapeutic drug monitoring; Infection; Prevention and control strategy;	http://new.oversea.cnki.net/kcms/detail/42.1293.R.20200210.2219.006.html	新型冠状病毒肺炎疫情下治疗药物监测实验室的感染防控策略	Prevention and Control Strategy of Therapeutic Drug Monitoring Laboratory During the 2019 Novel Coronavirus Pneumonia
"In January 2020, pneumonia caused by a novel coronavirus (2019-ncov),wasd iscovered in Wuhan, Hubei province, and it spread nationwide. The virus belongs to the new type of the genus betacoronavirus, which has strong infectivity and transmission power. The epidemic situation has attracted wide attention in the whole world. Because the academic background of most clinicians of respiratory department or infectious disease department were western medicine, their knowledge of traditional Chinese medicine is relatively lacking. Based on the guidelines of the fifth edition of ""pneumonia diagnosis and treatment program for novel coronavirus infection"", make a reference to the clinicians about the rational use of the Chinese patert medicine for the novel coronavirus infectious pneumonia."	陈祝君;边原;杨勇;舒永全;童荣生;闫峻峰;何林;龙恩武;陈岷	313	医药导报	Herald of Medicine	Chinese Patent Medicine; Novel Coronavirus; Rational Use;	http://new.oversea.cnki.net/kcms/detail/42.1293.R.20200210.2004.004.html	新型冠状病毒感染性肺炎中成药的合理使用	Rational Use of Chinese Patent Medicines for Pneumonia Caused by Novel Coronavirus
"ObjectiveTo evaluate the antiviral therapies on severe acute respiratory syndrome (SARS) and middle east respiratory syndrome (MERS) rapidly and systematically, and to explore the clinical feasibility of subcutaneous use of interferon-α in the treatment of 2019-nCoV. MethodsSystematically retrieved relevant clinical studies published in Chinese and English from databases, such as CNKI, VIP, Wangfang, CBM, PubMed, Cochrane Library,et al. In addition, the website of WHO, Chinese Center for Disease Control and Prevention, Centers for Disease Control and Prevention of United States, and National Health Commission of the People’s Republic of Chinawere retrieved, so as to search the relevant diagnosis, treatment programsand the relevant references. According to evidence-based pharmacy, evidence evaluation and data extraction were carried out. ResultsA total of 1502 articles were retrieved and 11 studies of them were included finally. The result showed: ① The early use of subcutaneous interferon-α should be within 48 hours after the diagnosis of coronavirus infection. With the prolongation ofmedication, cure rate will decrease, so the treatment should be as early as possible. ②There was no significant difference in therapeutic effect among different types of interferon. ③Interferon-α combined with ribavirin has been proved to be effective in some studies, but their adverse reactions need to be vigilant. Most of the adverse reactions were tolerable, including hemoglobin decreasing, transaminase increasing and amylase increasing. And most of them did not affect the treatment. ConclusionInterferon-α can be used as an experimental therapy in the antiviral treatment of 2019-nCoV, especially in the newly infected patients. Therefore, randomized controlled trials and real world clinical studies should be carried out as soon as possible to further explore the clinical effect of interferon-αon 2019-nCov."	陈岷;童荣生;边原;舒永全;杨勇;杜姗;李文渊;刘心霞;闫峻峰;龙恩武;何林	314	医药导报	Herald of Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/42.1293.R.20200210.1759.002.html	皮下注射α-干扰素治疗2019年新型冠状病毒的循证快速评估	Evidence-based Rapid Review on Possibility of Treatment of 2019-nCoV with Subcutaneousα-interferon
"Severe novel coronavirus pneumonia (NCP) patients account for about 15% of all COVID-19 infected patients. Despite that these patients were admitted in ICU in accordance with the guidelines, they still suffered from high mortality due to the absence of specific medicine for COVID-19. According to the clinical manifestations of severe patients in this epidemicout break, Huashan Hospital affiliated to Fudan University proposed “Huashan pattern” for the treatment of severe NCP patients. In the Huashan pattern, supportive treatment was taken as the core, high-dose hormones were applied at the early stage to control inflammation, combined with immunoglobintoneutralize toxins and preventive anticoagulation therapy. This article introduces the four treatment measures and principles involved in the Huashan pattern, which aims to provide ideas and reference for the effective treatment of severe NCP patients infected with COVID-19."	邹海;李慧洋;张有志;夏敬文;章鹏;熊万峰;陈澍;陈轶坚;鹿斌;罗忠光;李圣青	982	医药导报	Herald of Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/42.1293.r.20200225.0939.002.html	重症新型冠状病毒肺炎患者救治的华山模式及其临床意义	HuashanPattern and Its Clinical Significance for Severe Novel Coronavirus Pneumonia Patients
"Novel coronavirus (2019-nCoV)pneumonia broke out in Wuhan, Hubei, China in December 2019, which is highly contagious and widely spread. It quickly broke out across the country, causing great concern at home and abroad. The medical staff of Sichuan Provincial People’s Hospital responded to the call as soon as possible and participated in the medical team that supported Hubei. At the same time, they stood on the front line of the prevention and control of new coronavirus in Sichuan. In order to complete the pharmaceutical work and assist the doctors in diagnosis and treatment, the pharmacy department of our hospital took the lead in formulating the key points for the rational use and pharmaceutical care of antiviral drugs for novel coronavirus pneumonia, to provide reference in the diagnosis and treatment, and the rational choice of antiviral drugs for new coronaviruses."	边原;王玥媛;杨勇;舒永全;熊堉;童荣生;闫峻峰;何林;龙恩武;陈岷	165	医药导报	Herald of Medicine	Novel Coronavirus; 2019-nCoV); Antiviral drugs; Rational Administration; Pharmaceutical Care;	http://new.oversea.cnki.net/kcms/detail/42.1293.R.20200203.1003.002.html	新型冠状病毒感染性肺炎抗病毒药物合理使用与药学监护	Rational Administration and Pharmaceutical Care of Antiviral Drugs for Novel Coronavirus Pneumonia
"Objective Using the theory of traditional Chinese medicine (TCM) to explore the great significance of TCM on the prevention and treatment of the epidemic pneumonia infected by the novel coronavirus. We put forward the concept of “Shi DU plague”.We have identified several common TCM syndromes and formulations of this disease. MethodsBy using the method of TCM theory on sorting and analysis, the etiology, pathogenesis, syndrome characteristics, and clinical classification were sorted out and discussed. ResultsAccording to the “Shi DU plague” theory, TCM can participate in the whole process of all-round prevention and treatment. Discussion By coordinating the operation, TCM could give full play to its advantages in complementary western medicine to coordinate the treatment."	项琼;莫郑波;宋恩峰	408	医药导报	Herald of Medicine	Novel Coronavirus Pneumonia(NCP); Shi DU plague; Traditional Chinese Medicine;	http://new.oversea.cnki.net/kcms/detail/42.1293.R.20200212.2049.002.html	新型冠状病毒肺炎中医理论与临床探讨	Traditional Chinese Medicine Theory and Clinical Study on Novel Coronavirus Pneumonia Infection
"ObjectiveTo detect and analyze safety signals of alpha interferon (IFN-α) through data mining methods based on FAERS, in order to provide reference for clinical safe use of IFN-α. MethodsData of FARES from 2004Q1 to 2019Q4 (64 quarters) were downloaded. After drug names standardized by MedEx and adverse events classified by MedDRA, the adverse event report cases with IFN-α as the primary suspect drug was extracted, and the safety signal detection was conducted using PRR and ROR methods. ResultsA total of 2889 adverse event reports with IFN-α as the first suspected drug were gathered. Among them, the male/female ratio was 1.32,and the median age was 55 years old. Reports from doctors accounted for 39.91%. Reports from United States accounted for 58.81%. The main routes of administration reported were subcutaneous, intravenous, and intramuscular, accounting for 43.89%. More than half of the cases did not report the route of IFN-α administration. The number of reported cases of “general disorders and administration site conditions”, “investigations”, “blood and lymphatic system disorders” was relatively large. Among the top 20 signal detected events, “hypophosphataemia” and “blood creatine phosphokinase increase” have not been included in IFN-α specification yet. ConclusionSome high frequency adverse events of IFN-α are similar to the symptoms of novel coronavirus pneumonia. Compared with the traditional routes of administration, the incidence of adverse events of IFN-α atomization inhalation may be lower in theory, however, it is necessary to monitor and judge the related drugs and events in clinical practice."	吴斌;肖桂荣;罗敏;胡巧织;吴逢波;徐珽	983	医药导报	Herald of Medicine	Adverse event reporting system; Novel coronavirus pneumonia; alpha Interferon; COVID-19; Data mining;	http://new.oversea.cnki.net/kcms/detail/42.1293.R.20200225.0949.004.html	基于FAERS的新型冠状病毒肺炎治疗用药安全信号挖掘研究：α-干扰素	Data Mining and Safety Analysis of Drugs for Novel Coronavirus Pneumonia Treatment Based on FAERS: Alpha Interferon
N/A	N/A	302	医药导报	Herald of Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/42.1293.r.20200211.1104.002.html	华中科技大学同济医学院附属同济医院关于新型冠状病毒肺炎中医诊疗方案及预防方案	N/A
"Coronaviruses are widely distributed, rapidly mutated, highly prevalent and highly genetic diverse. Due to frequent cross species infection, new coronaviruses may appear periodically in human beings. At present, there is no effective specific treatment drug and vaccine for coronavirus infection.In order to provide theoretical basis and reference for clinical treatment of coronavirus infection and early development of specific antiviral drugs, this paper reviews the research progress of antiviral drugs in coronavirus infection."	王妍妮;陈国忠	495	武汉大学学报(医学版)	Medical Journal of Wuhan University	N/A	http://new.oversea.cnki.net/kcms/detail/42.1677.R.20200217.0944.002.html	抗病毒药物在冠状病毒感染中的研究进展	Research progress of antiviral drugs in coronavirus infection
